,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
2225,妙緣素食館,100台灣台北市中正區忠孝西路一段72-25號,4.3,334,25.0464941,121.5141843,+886 2 2361 7099,"星期一: 10:00 – 14:00, 16:00 – 19:50","星期二: 10:00 – 14:00, 16:00 – 19:50","星期三: 10:00 – 14:00, 16:00 – 19:50","星期四: 10:00 – 14:00, 16:00 – 19:50","星期五: 10:00 – 14:00, 16:00 – 19:50","星期六: 10:00 – 14:00, 16:00 – 19:50",星期日: 休息,,TRUE,https://maps.google.com/?cid=15610626528504450229,1,,,,,0,,0
2226,川揚郁坊小館,100台灣台北市中正區延平南路163巷2號,4.2,1899,25.0350403,121.5079264,+886 2 2331 1117,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,FALSE,https://maps.google.com/?cid=18397901278192805731,2, 川揚郁坊小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d4568660-Reviews-Chuanyangyufang_Xiaoguan-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No.2, Ln. 163, Yanping S. Rd., Zhongzheng Dist.,",+886 2 2331 1117,4,中式料理,18
2227,打狗霸 TAKAO1972 德立莊店,100台灣台北市中正區延平南路110號,4.2,5776,25.0423139,121.5094771,+886 2 2311 1577,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=8152290394265747381,2, 打狗霸 徳立莊店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d12546292-Reviews-Takao1972_De_Li_Zhuang-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 中正区延平南路110号,+886 2 2311 1577,4,"預訂, 接受使用信用卡",118
2228,定食8-西門店｜日式定食便當外帶專門店、台北西門日本料理海鮮丼飯,10842台灣台北市萬華區漢中街42號2樓,4.5,2458,25.0442343,121.5072709,+886 2 2361 5335,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,FALSE,https://maps.google.com/?cid=187566075100368714,2,,,,,0,,0
2229,飛天麻辣火鍋店-個人鍋物Fei tien hot pot,108台灣台北市萬華區漢中街155號,3.9,431,25.041598,121.5072587,+886 2 2388 6768,星期一: 11:00 – 23:00,星期二: 11:00 – 23:00,星期三: 11:00 – 23:00,星期四: 11:00 – 23:00,星期五: 11:00 – 23:00,星期六: 11:00 – 23:00,星期日: 11:00 – 23:00,,TRUE,https://maps.google.com/?cid=1675834716331536633,2, 飛天麻辣火鍋(漢中店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d4508619-Reviews-Fei_Tien_Hot_Pot-Wanhua_Taipei.html,108 台灣 萬華台北 万华区汉中街155号 Ximen MRT Station EXIT.1,+886 2 2388 6768,4,台灣小吃/台菜,29
2230,吉豚屋 中華店,108台灣台北市萬華區桂林路1號4 樓,4.4,1546,25.037703,121.5061818,+886 2 2331 2336,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=16412578095881668197,2,,,,,0,,0
2231,就是牛牛肉麵,100台灣台北市中正區延平南路163巷1號,4,423,25.0351283,121.5079807,+886 2 2371 3683,星期一: 11:00 – 19:30,星期二: 11:00 – 19:30,星期三: 11:00 – 19:30,星期四: 11:00 – 19:30,星期五: 11:00 – 19:30,星期六: 11:00 – 14:00,星期日: 休息,,,https://maps.google.com/?cid=11232416349887490483,, 就是牛牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6140908-Reviews-Jiu_Shi_Niu_Beef_Noodles-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 1, Ln. 163, Yanping S. Rd., Zhongzheng Dist",+886 2 2371 3683,4.5,亞洲料理,6
2232,美好美早餐店,108台灣台北市萬華區昆明街246號,4,64,25.0395882,121.5040567,+886 2 2331 6295,星期一: 05:00 – 12:00,星期二: 05:00 – 12:00,星期三: 05:00 – 12:00,星期四: 05:00 – 12:00,星期五: 05:00 – 12:00,星期六: 05:00 – 12:00,星期日: 05:00 – 13:00,,,https://maps.google.com/?cid=5466139918339577247,1,,,,,0,,0
2233,鮮五丼 西門店,108台灣台北市萬華區成都路86號2樓,3.8,778,25.0429668,121.5046956,+886 2 2389 1287,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=5117828524232610395,2, 鮮五丼 西門店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6133537-Reviews-DonMono_Ximen_Restaurant-Wanhua_Taipei.html,台灣 萬華台北 成都路86号 2楼,+886 2 2389 1287,3.5,日式料理,11
2234,德芳早餐店,100台灣台北市中正區延平南路220號,4.1,231,25.0343092,121.507393,+886 2 2370 5495,星期一: 05:30 – 11:30,星期二: 05:30 – 11:30,星期三: 05:30 – 11:30,星期四: 05:30 – 11:30,星期五: 05:30 – 11:30,星期六: 05:30 – 13:30,星期日: 休息,,,https://maps.google.com/?cid=12806925197045406055,1, 德芳早餐店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d14961699-Reviews-De_Fang_Breakfast_Restaurant-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 延平南路220号,+886 2 2370 5495,4,"快餐, 亞洲料理, 台灣小吃/台菜",2
2235,三商巧福 峨眉門市,108台灣台北市萬華區峨眉街19號,3.6,1088,25.0435229,121.507492,+886 2 2371 7676,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,,https://maps.google.com/?cid=1314641325634350360,,,,,,0,,0
2236,維記茶餐廳,108台灣台北市萬華區成都路27巷19號,3.5,1824,25.043175,121.5069096,+886 2 2382 6388,"星期一: 12:00 – 15:30, 17:30 – 22:00","星期二: 12:00 – 15:30, 17:30 – 22:00","星期三: 12:00 – 15:30, 17:30 – 22:00","星期四: 12:00 – 15:30, 17:30 – 22:00","星期五: 12:00 – 15:30, 17:30 – 22:00","星期六: 12:00 – 15:30, 17:30 – 22:00","星期日: 12:00 – 15:30, 17:30 – 22:00",,,https://maps.google.com/?cid=18346707732136465025,2, 維記茶餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6134883-Reviews-Victoria_Restaurant-Wanhua_Taipei.html,108 台灣 萬華台北 成都路27巷19号,+886 2 2382 6388,4.5,"中式料理, 晚餐",18
2237,爭鮮迴轉壽司-西門店,108台灣台北市萬華區漢中街42號2F,3.8,2041,25.0442343,121.5072709,+886 2 2375 6828,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=9301617890775874311,1,,,,,0,,0
2238,金麥子 酸菜白肉鍋,108台灣台北市萬華區中華路二段80號,4.2,582,25.0320223,121.5044002,+886 2 2304 3236,"星期一: 11:30 – 14:00, 17:30 – 21:30","星期二: 11:30 – 14:00, 17:30 – 21:30","星期三: 11:30 – 14:00, 17:30 – 21:30","星期四: 11:30 – 14:00, 17:30 – 21:30","星期五: 11:30 – 14:00, 17:30 – 21:30","星期六: 11:30 – 14:00, 17:30 – 21:30","星期日: 11:30 – 14:00, 17:30 – 21:30",,,https://maps.google.com/?cid=12961730358929232308,2,,,,,0,,0
2239,廣州餐廳,100台灣台北市中正區中華路二段427號,4.2,481,25.025366,121.5089529,+886 2 2305 5039,"星期一: 11:00 – 14:30, 17:00 – 20:30","星期二: 11:00 – 14:30, 17:00 – 20:30",星期三: 休息,"星期四: 11:00 – 14:30, 17:00 – 20:30","星期五: 11:00 – 14:30, 17:00 – 20:30","星期六: 11:00 – 14:30, 17:00 – 20:30","星期日: 11:00 – 14:30, 17:00 – 20:30",,,https://maps.google.com/?cid=7703283398628204356,1, 廣州燒臘店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6184590-Reviews-Guang_Zhou_Hong_Kong_Style_Roast-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 427, Sec. 2, Zhonghua Rd., Zhongzheng Dist",+886 2 2305 5039,4.5,中式料理,2
2240,嘉味軒早餐店,100台灣台北市中正區寧波西街226號,4.2,181,25.026872,121.5109494,+886 2 2305 9718,星期一: 05:30 – 13:00,星期二: 05:30 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 休息,,,https://maps.google.com/?cid=17019685921074856591,1,,,,,0,,0
2241,呷尚好早餐店,108台灣台北市萬華區青年路38號,3.9,10,25.0256689,121.5044817,+886 2 2337 0888,星期一: 04:00 – 13:00,星期二: 04:00 – 13:00,星期三: 04:00 – 13:00,星期四: 04:00 – 13:00,星期五: 04:00 – 13:00,星期六: 04:00 – 13:00,星期日: 04:00 – 13:00,,,https://maps.google.com/?cid=2382094017780094603,,,,,,0,,0
2242,旺家香早餐店,220台灣新北市板橋區縣民大道三段93巷34號,4.3,50,25.0224978,121.4746938,+886 2 8259 8220,星期一: 06:00 – 11:00,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 13:30,星期日: 06:00 – 13:30,,,https://maps.google.com/?cid=9036727215368805129,,,,,,0,,0
2243,什串居酒屋,234台灣新北市永和區永貞路324號,4.8,787,25.0053043,121.5115288,+886 2 8923 8913,星期一: 18:00 – 23:30,星期二: 18:00 – 23:30,星期三: 18:00 – 23:30,星期四: 18:00 – 23:30,星期五: 18:00 – 00:30,星期六: 18:00 – 00:30,星期日: 18:00 – 23:30,,,https://maps.google.com/?cid=9867537782298445209,2,,,,,0,,0
2244,來來水餃店,100台灣台北市中正區中華路二段309巷9號,3.5,3743,25.028754,121.5057461,+886 2 2305 1561,星期一: 17:00 – 23:30,星期二: 17:00 – 23:30,星期三: 17:00 – 23:30,星期四: 17:00 – 23:30,星期五: 17:00 – 23:30,星期六: 17:00 – 23:30,星期日: 17:00 – 23:30,,FALSE,https://maps.google.com/?cid=2189386220912764175,1, Lai Lai Dumpling,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d7276989-Reviews-Lai_Lai_Dumpling-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 9, Lane 309, Section 2, Zhonghua Road, Zhongzheng District",+886 2 2305 1561,4,中式料理,33
2245,鼎牛牛肉麵,234台灣新北市永和區保平路111巷1號1樓,4.7,283,25.0062891,121.5113958,+886 989 009 141,"星期一: 11:30 – 13:30, 17:00 – 20:30","星期二: 11:30 – 13:30, 17:00 – 20:30","星期三: 11:30 – 13:30, 17:00 – 20:30","星期四: 11:30 – 13:30, 17:00 – 20:30","星期五: 11:30 – 13:30, 17:00 – 20:30","星期六: 11:30 – 13:30, 17:00 – 20:30","星期日: 11:30 – 13:30, 17:00 – 20:30",,,https://maps.google.com/?cid=9265378572506647367,,,,,,0,,0
2246,賴媽媽早餐店,234台灣新北市永和區仁愛路205巷1號,4.4,391,25.0124124,121.5100392,+886 2 2927 1319,星期一: 06:30 – 11:00,星期二: 06:30 – 11:00,星期三: 06:30 – 11:00,星期四: 休息,星期五: 06:30 – 11:00,星期六: 06:30 – 11:00,星期日: 06:30 – 11:00,,,https://maps.google.com/?cid=16067228031666288635,1,,,,,0,,0
2247,葉發記牛肉麵,234台灣新北市永和區仁愛路206號,3.9,256,25.0123377,121.5092248,+886 2 2231 7922,"星期一: 11:00 – 14:00, 17:00 – 20:30","星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30",星期四: 休息,"星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,,https://maps.google.com/?cid=131792157948258149,1,,,,,0,,0
2248,喜緣早餐店,234台灣新北市永和區保平路236巷27號號,4.4,106,25.0067981,121.5079589,+886 2 8921 4632,星期一: 06:00 – 13:30,星期二: 04:30 – 13:30,星期三: 04:30 – 13:30,星期四: 04:30 – 13:30,星期五: 04:30 – 13:30,星期六: 04:30 – 13:30,星期日: 04:30 – 13:30,,,https://maps.google.com/?cid=1226828198098610357,1,,,,,0,,0
2249,高麗亭,234台灣新北市永和區信義路75-1號,3.6,407,25.012939,121.51253,+886 2 8923 6366,"星期一: 11:00 – 14:00, 17:00 – 20:30","星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,FALSE,https://maps.google.com/?cid=14971703232551037740,2,,,,,0,,0
2250,胖媽大塊牛肉麵,100台灣台北市中正區中華路二段307巷5號,4,221,25.0289945,121.5054051,+886 2 2309 2988,星期一: 11:30 – 20:30,星期二: 11:30 – 20:30,星期三: 休息,星期四: 11:30 – 20:30,星期五: 11:30 – 20:30,星期六: 11:30 – 20:30,星期日: 11:30 – 20:30,,,https://maps.google.com/?cid=354617144871135017,, 胖媽家常牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6151021-Reviews-Pang_Ma_Beef_Noodles-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 7, Ln. 309, Sec. 2, Zhonghua Rd., Zhongzheng Dist",+886 2 2309 2988,4,亞洲料理,1
2251,肯德基 板橋埔墘餐廳,220台灣新北市板橋區中山路二段249號,3.7,994,25.017621,121.477318,+886 2 2959 4138,星期一: 10:00 – 23:00,星期二: 10:00 – 23:00,星期三: 10:00 – 23:00,星期四: 10:00 – 23:00,星期五: 09:00 – 23:00,星期六: 09:00 – 23:00,星期日: 10:00 – 23:00,,FALSE,https://maps.google.com/?cid=2187357691542799969,,,,,,0,,0
2252,美之美早餐店,234台灣新北市永和區永貞路359號,4.2,109,25.0076226,121.5089249,+886 2 2232 8649,星期一: 05:30 – 12:00,星期二: 05:30 – 12:00,星期三: 05:30 – 12:00,星期四: 05:30 – 12:00,星期五: 05:30 – 12:00,星期六: 05:30 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=7663173984580658610,1,,,,,0,,0
2253,凱堡餐坊早餐店,235台灣新北市中和區光華街34號,4.1,46,25.003806,121.504842,+886 2 2243 9717,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 13:00,星期日: 06:00 – 13:00,,,https://maps.google.com/?cid=1109148515934918788,1,,,,,0,,0
2254,美又美早餐店,100台灣台北市中正區寧波西街106之3號,4.5,29,25.029397,121.514031,+886 2 2339 4176,星期一: 06:00 – 11:00,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=4228020439633088870,,,,,,0,,0
2255,老賴牛肉麵,234台灣新北市永和區保平路50巷8弄14號,4,199,25.0077614,121.5117034,+886 2 2921 7852,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 休息,,,https://maps.google.com/?cid=11394132561335134524,1,,,,,0,,0
2256,姊妹早餐店,235台灣新北市中和區保健路19巷29號,4.4,156,24.9988221,121.5085922,+886 2 2944 9668,星期一: 05:30 – 14:00,星期二: 05:30 – 14:00,星期三: 休息,星期四: 05:30 – 14:00,星期五: 05:30 – 14:00,星期六: 05:30 – 14:00,星期日: 05:30 – 14:00,,,https://maps.google.com/?cid=15223647825888099484,1,,,,,0,,0
2257,老周牛肉麵,235台灣新北市中和區宜安路139號,4.1,402,24.9984124,121.5093478,+886 916 808 398,星期一: 休息,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 休息,,,https://maps.google.com/?cid=2477438244594039447,,,,,,0,,0
2258,曾記老婆牛肉麵,235台灣新北市中和區安平路21號,4.2,268,24.9943447,121.5091759,+886 2 2940 4442,"星期一: 11:00 – 15:00, 17:00 – 22:00","星期二: 11:00 – 15:00, 17:00 – 22:00","星期三: 11:00 – 15:00, 17:00 – 22:00","星期四: 11:00 – 15:00, 17:00 – 22:00","星期五: 11:00 – 15:00, 17:00 – 22:00","星期六: 11:00 – 15:00, 17:00 – 22:00","星期日: 11:00 – 15:00, 17:00 – 22:00",,,https://maps.google.com/?cid=16378748597438787525,1,,,,,0,,0
2259,饕牛肉麵,235071台灣新北市中和區安平路153號,4.7,175,24.9982643,121.5121856,+886 933 120 662,星期一: 休息,星期二: 18:00 – 21:30,星期三: 18:00 – 21:30,星期四: 18:00 – 21:30,星期五: 18:00 – 21:30,星期六: 18:00 – 21:30,星期日: 18:00 – 21:30,,,https://maps.google.com/?cid=13228989746314797019,,,,,,0,,0
2260,𝗟𝗮𝘇𝘆 𝘁𝗼𝗮𝘀𝘁慵懶吐司｜板新站｜盒子吐司/爆汁漢堡/澳式薯條/板橋人氣早午餐/會議點心/下午茶點心/,220台灣新北市板橋區長安街232號,4.8,202,25.0124275,121.4751935,+886 908 256 804,星期一: 09:00 – 17:00,星期二: 09:00 – 17:00,星期三: 休息,星期四: 09:00 – 17:00,星期五: 09:00 – 17:00,星期六: 09:00 – 17:00,星期日: 09:00 – 17:00,,TRUE,https://maps.google.com/?cid=9210117884506197461,,,,,,0,,0
2261,38早餐店,235台灣新北市中和區景平路169巷9號1樓,5,10,24.9920337,121.5124328,+886 975 815 660,星期一: 休息,星期二: 07:00 – 12:00,星期三: 07:00 – 12:00,星期四: 07:00 – 12:00,星期五: 07:00 – 12:00,星期六: 07:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=18196389417699373582,,,,,,0,,0
2262,祥鈺港式茶樓,235台灣新北市中和區忠孝里華新街65號,3.8,1943,24.9841588,121.5080443,+886 2 2949 1486,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 休息,星期五: 11:00 – 21:00,星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,,FALSE,https://maps.google.com/?cid=3525399398617929218,1,,,,,0,,0
2263,美而美早餐店,235台灣新北市中和區景新街89號一樓,3.6,5,24.9983734,121.5052653,+886 2 2242 6292,星期一: 06:30 – 12:00,星期二: 06:30 – 12:00,星期三: 06:30 – 12:00,星期四: 06:30 – 12:00,星期五: 06:30 – 12:00,星期六: 06:30 – 12:00,星期日: 06:30 – 12:00,,,https://maps.google.com/?cid=12237556945955402527,,,,,,0,,0
2264,老黃原汁牛肉麵,234台灣新北市永和區信義路10號,4,1532,25.0120936,121.5145789,+886 2 2924 2781,星期一: 11:20 – 19:30,星期二: 11:20 – 19:30,星期三: 11:20 – 19:30,星期四: 11:20 – 19:30,星期五: 11:20 – 19:30,星期六: 11:20 – 19:30,星期日: 休息,,,https://maps.google.com/?cid=12244439390748027420,1,,,,,0,,0
2265,PastaHome 我家義大利麵,"No. 39, 華新街143巷中和區新北市台灣 235",4.7,35,24.9805092,121.5065104,+886 2 2305 2768,星期一: 休息,"星期二: 11:00 – 13:30, 17:00 – 20:00","星期三: 11:00 – 13:30, 17:00 – 20:00","星期四: 11:00 – 13:30, 17:00 – 20:00","星期五: 11:00 – 13:30, 17:00 – 20:00","星期六: 11:00 – 13:30, 17:00 – 20:00","星期日: 11:00 – 13:30, 17:00 – 20:00",,,https://maps.google.com/?cid=1015346326849763316,,,,,,0,,0
2266,Yummy Pizza,235台灣新北市中和區安平路102號,4.5,138,24.9972519,121.511618,+886 2 2947 3838,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 20:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=6846352598390678431,,,,,,0,,0
2267,大萌牛肉麵,235台灣新北市中和區和平街78號,3.7,398,24.9912674,121.5077952,+886 2 8668 9078,星期一: 17:00 – 00:00,星期二: 17:00 – 00:00,星期三: 17:00 – 00:00,星期四: 17:00 – 00:00,星期五: 17:00 – 00:00,星期六: 17:00 – 00:00,星期日: 休息,,,https://maps.google.com/?cid=2061096102227736929,1,,,,,0,,0
