,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
597,立可康餐廳,105台灣台北市松山區民權東路三段160巷19弄4號,4.3,242,25.060219,121.547631,+886 2 2546 8597,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 休息,,,https://maps.google.com/?cid=5169408775061023045, 立可康餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d7731758-Reviews-Li_Ke_Kang_Restaurant-Songshan_Taipei.html,"台灣 松山台北 No. 4, Aly. 19, Ln. 160, Sec. 3, Minquan E. Rd., Songshan Dist",+886 2 2546 8597,,咖啡廳,0
598,驥園川菜餐廳,106台灣台北市大安區敦化南路1段324號用餐都在地下一樓，沒有電梯！,4.2,4095,25.0353196,121.5484757,+886 2 2708 3110,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,,https://maps.google.com/?cid=5818085717581657876, 驥園川菜餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d7113264-Reviews-Jiyuan_Szechuan_Restaurant-Da_an_Taipei.html,台灣 大安台北 大安区敦化南路一段324号,+886 2 2708 3110,4.5,"台灣小吃/台菜, 亞洲料理, 中式料理",111
599,CROM Taipei,106台灣台北市大安區安和路一段116號,4.3,311,25.0336907,121.5522582,+886 2 2784 5033,"星期一: 12:00 – 14:30, 18:00 – 22:30","星期二: 12:00 – 14:30, 18:00 – 22:30","星期三: 12:00 – 14:30, 18:00 – 22:30","星期四: 12:00 – 14:30, 18:00 – 22:30","星期五: 12:00 – 14:30, 18:00 – 22:30","星期六: 12:00 – 14:30, 18:00 – 22:30","星期日: 12:00 – 14:30, 18:00 – 22:30",,,https://maps.google.com/?cid=6248545172286038057, CROM by Christian Milone,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d19743487-Reviews-CROM_by_Christian_Milone-Da_an_Taipei.html,106 台灣 大安台北 安和路一段116號,+886 2 2784 5033,5,"義式料理,披薩",3
600,玖五牛肉麵,106台灣台北市大安區東豐街5號,3.8,1171,25.0361353,121.5440027,+886 2 2755 0579,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,,https://maps.google.com/?cid=13986946782339929384, 玖五牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6138344-Reviews-Jiu_Wu_Beef_Noodles-Da_an_Taipei.html,106 台灣 大安台北 东丰街5号,+886 2 2755 0579,4.5,中式料理,48
601,至仁堂素食餐廳,116台灣台北市文山區木柵路一段38號,4,74,24.986667,121.546671,+886 2 2236 0538,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,TRUE,https://maps.google.com/?cid=15732037513524388232, 至仁堂健康素食餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6140693-Reviews-Zhi_Ren_Tang_Healthy_Vegetarian_Restaurant-Wenshan_Taipei.html,"台灣 文山台北 No. 38, Sec. 1, Muzha Rd., Wenshan Dist",+886 2 2236 0538,,"提供素食選擇, 提供純素選擇",0
602,凪 天母店,111台灣台北市士林區天母東路50巷10弄2號,4.4,2427,25.1175413,121.5333472,+886 2 2871 6633,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,FALSE,https://maps.google.com/?cid=9064852925457600219, 豚骨拉麵（天母店）,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d11434255-Reviews-Ramen_Nagi_Tianmu_Store-Shilin_Taipei.html,111 台灣 士林台北 士林区天母东路50巷10弄2号1楼,+886 2 2871 6633,4.5,日式料理,11
603,SUBWAY天母東路店,111台灣台北市士林區天母東路33號,3.3,271,25.118223,121.532003,+886 2 2876 0566,星期一: 08:30 – 21:00,星期二: 08:30 – 21:00,星期三: 08:30 – 21:00,星期四: 08:30 – 21:00,星期五: 08:30 – 21:00,星期六: 08:30 – 21:00,星期日: 08:30 – 21:00,,,https://maps.google.com/?cid=715206225153532903, SUBWAY®潛艇堡 天母東路店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4568901-Reviews-Subway-Shilin_Taipei.html,111 台灣 士林台北 士林区天母东路33号1F 1f,+886 2 2876 0566,4,快餐,3
604,天東86牛肉麵-天母店,11153台灣台北市士林區天母東路86號,4.5,628,25.1180665,121.5356306,+886 2 2873 4649,"星期一: 11:30 – 14:30, 17:00 – 20:30","星期二: 11:30 – 14:30, 17:00 – 20:30","星期三: 11:30 – 14:30, 17:00 – 20:30","星期四: 11:30 – 14:30, 17:00 – 20:30","星期五: 11:30 – 14:30, 17:00 – 20:30","星期六: 11:30 – 14:30, 17:30 – 20:30","星期日: 11:30 – 14:30, 17:30 – 20:30",,,https://maps.google.com/?cid=15266436102648269431, 欣華牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6137985-Reviews-Xin_Hua_Beef_Noodles-Shilin_Taipei.html,"台灣 士林台北 No. 86, Tianmu E. Rd., Shilin Dist",+886 2 2873 4649,,亞洲料理,0
605,華碩鐵板燒,111台灣台北市士林區中山北路六段717號,4.1,169,25.1150341,121.5275383,+886 2 2874 5757,星期一: 休息,"星期二: 11:45 – 14:00, 17:45 – 21:00","星期三: 11:45 – 14:00, 17:45 – 21:00","星期四: 11:45 – 14:00, 17:45 – 21:00","星期五: 11:45 – 14:00, 17:45 – 21:00","星期六: 11:45 – 14:00, 17:45 – 21:00","星期日: 11:45 – 14:00, 17:45 – 21:00",,,https://maps.google.com/?cid=6105696647243739704, 華碩鐵板料理,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d5217263-Reviews-Hwa_Shuo_Teppan_Yaki_Restaurant-Shilin_Taipei.html,台灣 士林台北 士林区中山北路六段717号,+886 2 2874 5757,3.5,日式料理,3
606,兩班家韓式碳烤 新光三越台北天母店,111台灣台北市士林區天母東路68號A棟7樓,4.1,334,25.1179499,121.5339239,+886 2 2874 5533,"星期一: 11:00 – 14:30, 17:00 – 21:30","星期二: 11:00 – 14:30, 17:00 – 21:30","星期三: 11:00 – 14:30, 17:00 – 21:30","星期四: 11:00 – 14:30, 17:00 – 21:30","星期五: 11:00 – 14:30, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=6872094991224215548, 兩班家(新光三越天母店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4497123-Reviews-Liangbanjia_Xinguangsanyue_Tianmu_dian-Shilin_Taipei.html,台灣 士林台北 士林区天母东路68号7楼A栋,+886 2 2874 5533,2.5,"亞洲料理, 韓式料理",4
607,摩斯漢堡 忠誠店,111台灣台北市士林區忠誠路一段188號,4.1,822,25.1079164,121.5299431,+886 2 2833 5867,星期一: 06:00 – 22:00,星期二: 06:00 – 22:00,星期三: 06:00 – 22:00,星期四: 06:00 – 22:00,星期五: 06:00 – 22:00,星期六: 06:00 – 22:00,星期日: 06:00 – 22:00,,,https://maps.google.com/?cid=6551652189224090311, 摩斯漢堡MOS Burger 忠誠店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4568828-Reviews-Mos_Burger_Zhong_Cheng-Shilin_Taipei.html,"台灣 士林台北 No. 188, Section 1, Zhongcheng Rd, Shilin District",+886 2 2833 5867,4.5,,3
608,Skylark洋食‧芳鄰 士林中山北店,11163台灣台北市士林區中山北路五段565號1樓,3.9,2058,25.09522,121.5277969,+886 2 2883 7742,星期一: 07:30 – 22:00,星期二: 07:30 – 22:00,星期三: 07:30 – 22:00,星期四: 07:30 – 22:00,星期五: 07:30 – 22:00,"星期六: 07:30 – 10:30, 11:00 – 22:00","星期日: 07:30 – 10:30, 11:00 – 22:00",,,https://maps.google.com/?cid=6609643076688284089, 加州風洋食館 士林中山北店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4568944-Reviews-Skylark_Shilin_Zhongshanbei-Shilin_Taipei.html,"台灣 士林台北 No.565, Sec. 5, Zhongshan N. Rd., Shilin Dist., 1f",+886 2 2883 7742,4,美式料理,12
609,牛有廖Beefull士林店,111台灣台北市士林區美德街16巷8號,4,739,25.0943704,121.5257114,+886 2 8861 3708,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=12171655251880668871, 牛廚麵食,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d14051257-Reviews-Niu_Chu_Mianshi-Shilin_Taipei.html,111 台灣 士林台北 美德街16巷8号,+886 2 8861 3708,3.5,中式料理,2
610,麵食士林,111台灣台北市士林區美德街66號,3.6,1160,25.0955913,121.5251663,+886 2 8866 2979,"星期一: 11:30 – 14:30, 16:40 – 20:20","星期二: 11:30 – 14:30, 16:40 – 20:20","星期三: 11:30 – 14:30, 16:40 – 20:20","星期四: 11:30 – 14:30, 16:40 – 20:20","星期五: 11:30 – 14:30, 16:40 – 20:20","星期六: 11:30 – 14:30, 17:10 – 20:30","星期日: 11:30 – 14:30, 17:10 – 20:30",,,https://maps.google.com/?cid=780889771671312870, KIRIN PASTA 麵食主義,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d7290872-Reviews-Kirin_Pasta-Shilin_Taipei.html,台灣 士林台北 士林区美德街68号,+886 2 8866 2979,4,義式料理,2
612,双胞胎手工蛋餅捲ㄦ,111台灣台北市士林區中山北路五段505巷29號,4.5,537,25.093024,121.5270884,+886 2 2882 5529,星期一: 06:30 – 13:00,星期二: 06:30 – 13:00,星期三: 06:30 – 13:00,星期四: 06:30 – 13:00,星期五: 06:30 – 13:00,星期六: 06:30 – 13:00,星期日: 休息,,TRUE,https://maps.google.com/?cid=14809957223068818266, 双胞胎手工蛋餅捲ㄦ,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d12310758-Reviews-Twinsomelette-Shilin_Taipei.html,111 台灣 士林台北 士林区中山北路五段505巷29号,+886 2 2882 5529,5,"亞洲料理, 街頭小吃, 台灣小吃/台菜",1
613,米香台菜餐廳,104台灣台北市中山區樂群二路55號3F,4.4,1311,25.0804887,121.5538967,+886 2 7722 3391,"星期一: 11:30 – 14:30, 18:00 – 21:30","星期二: 11:30 – 14:30, 18:00 – 21:30","星期三: 11:30 – 14:30, 18:00 – 21:30","星期四: 11:30 – 14:30, 18:00 – 21:30","星期五: 11:30 – 14:30, 18:00 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,TRUE,https://maps.google.com/?cid=11767636554594822885, 米香 - 台北美福大飯店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d11952736-Reviews-Mipon_Grand_Mayfull_Taipei-Zhongshan_District_Taipei.html,104 台灣 中山區台北 中山区乐群二路55号3F,+886 2 7722 3391,4,"中式料理, 亞洲料理, 台灣小吃/台菜",20
614,ED's Diner美式BBQ燒烤餐館,10491台灣台北市中山區樂群二路216號,4.2,1345,25.0796878,121.560048,+886 2 8502 6969,"星期一: 11:30 – 14:00, 17:00 – 21:00","星期二: 11:30 – 14:00, 17:00 – 21:00","星期三: 11:30 – 14:00, 17:00 – 21:00","星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 15:00, 17:00 – 21:00","星期日: 11:30 – 15:00, 17:00 – 21:00",,,https://maps.google.com/?cid=7766384044517397715, Ed's Diner,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d4043835-Reviews-Ed_s_Diner-Zhongshan_District_Taipei.html,"10462 台灣 中山區台北 No. 216, Lequn 2nd road Zhongshan District, Taipei City",+886 2 8502 6969,4.5,美式料理,58
615,Mark's Teppanyaki 台北萬豪酒店,10462台灣台北市中山區樂群二路199號2樓,4.3,629,25.0804756,121.5592496,+886 2 2175 7952,"星期一: 12:00 – 14:30, 18:00 – 22:00","星期二: 12:00 – 14:30, 18:00 – 22:00","星期三: 12:00 – 14:30, 18:00 – 22:00","星期四: 12:00 – 14:30, 18:00 – 22:00","星期五: 12:00 – 14:30, 18:00 – 22:00","星期六: 12:00 – 14:30, 18:00 – 22:00","星期日: 12:00 – 14:30, 18:00 – 22:00",,,https://maps.google.com/?cid=9508824793573069428, Mark's 鐵板燒,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d8791317-Reviews-Mark_s_Teppanyaki-Zhongshan_District_Taipei.html,10462 台灣 中山區台北 中山區樂群二路199號2樓,+886 2 2175 7952,4.5,"日式料理,提供素食選擇提供純素選擇",94
616,鴻園海鮮餐廳,105台灣台北市松山區民生東路五段96號,4,484,25.058515,121.560202,+886 2 2767 0819,"星期一: 11:00 – 14:00, 17:00 – 22:00","星期二: 11:00 – 14:00, 17:00 – 22:00","星期三: 11:00 – 14:00, 17:00 – 22:00","星期四: 11:00 – 14:00, 17:00 – 22:00","星期五: 11:00 – 14:00, 17:00 – 22:00","星期六: 11:00 – 14:00, 17:00 – 22:00","星期日: 11:00 – 14:00, 17:00 – 22:00",,,https://maps.google.com/?cid=9301479320254108212, 鴻園海鮮餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6139953-Reviews-Hong_Yuan_Seafood_Japanese_Cuisine-Songshan_Taipei.html,台灣 松山台北 民生东路五段96号,+886 2 2767 0819,,"日式料理, 海鮮",0
617,鬍鬚張iPLUS+(台北民生店),105台灣台北市松山区民生东路四段76號1樓,3.9,884,25.057874,121.552678,+886 2 2715 0389,星期一: 10:30 – 21:30,星期二: 10:30 – 21:30,星期三: 10:30 – 21:30,星期四: 10:30 – 21:30,星期五: 10:30 – 21:30,星期六: 10:30 – 21:30,星期日: 10:30 – 21:30,,,https://maps.google.com/?cid=8851258659479809179, 鬍鬚張 民生門市,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d4568786-Reviews-Huxu_Zhang_Minsheng-Songshan_Taipei.html,"台灣 松山台北 No.129, Sec. 4, Minsheng E. Rd., Songshan Dist.,",+886 2 2715 0389,3.5,"亞洲料理, 台灣小吃/台菜",9
619,酒窖餐廳,10491台灣台北市中山區民生東路三段27號,3,1,25.0580519,121.5388498,+886 2 2518 2122,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 12:00 – 21:00,星期日: 休息,,,https://maps.google.com/?cid=8272989052847253402, Wine-Derful 葡萄酒餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d6940589-Reviews-Wine_Derful-Zhongshan_District_Taipei.html,104 台灣 中山區台北 中山区民生东路三段27号,+886 2 2518 2122,4,"酒吧,多國料理晚餐",87
620,祥福餐廳,105台灣台北市松山區南京東路四段50號2樓,4,1846,25.0514538,121.5534312,+886 2 2579 8021,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,,https://maps.google.com/?cid=15433677873394767872, 祥福餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6141812-Reviews-Shiang_Fu_Restaurant-Songshan_Taipei.html,105 台灣 松山台北 南京东路四段50号 2楼,+886 2 2579 8021,4,中式料理,12
621,正福緣餐廳,10491台灣台北市中山區林森北路107巷6號,4.8,16,25.0501919,121.525303,+886 2 2561 8258,星期一: 休息,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=10745076678907844487, 正福縁餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d4857960-Reviews-Zheng_Fu_Yuan_Restaurant-Zhongshan_District_Taipei.html,25174 台灣 中山區台北 中山区中山北路一段105巷13号,+886 2 2561 8258,4,"亞洲料理, 台灣小吃/台菜",7
622,爭鮮迴轉壽司-伊通店,10491台灣台北市中山区南京东路二段174號2樓,3.9,1413,25.0517454,121.534986,+886 2 2508 2419,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=11624044573625540372, 爭鮮迴轉壽司(伊通店),https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d8628204-Reviews-Sushi_Express_Yitong_Store-Zhongshan_District_Taipei.html,台灣 中山區台北 中山区南京东路二段174号,+886 2 2508 2419,4,"午餐, 晚餐",13
623,波記茶餐廳,106台灣台北市大安區延吉街70巷8號,4.1,3853,25.0425619,121.5533901,+886 2 8773 1913,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=16445617414472767515, 香港波記茶餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d4845014-Reviews-Xianggang_Poji_Cha_Restaurant-Da_an_Taipei.html,"台灣 大安台北 No. 8, Lane 70, Yanji St, Daan District",+886 2 8773 1913,4,中式料理,31
624,鳳城燒臘粵菜,106台灣台北市大安區新生南路三段58之3號,4,5015,25.0202791,121.5338184,+886 2 2363 3772,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,,FALSE,https://maps.google.com/?cid=16978589074504626619, 鳳城焼臘粤菜,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d9601062-Reviews-Fengcheng_Cantonese_Restaurant-Da_an_Taipei.html,106 台灣 大安台北 新生南路三段58号之3,+886 2 2363 3772,4,,22
626,爭鮮迴轉壽司-木新店,116台灣台北市文山區木新路三段153號,3.6,1189,24.9816982,121.5612159,+886 2 2936 5275,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=14815788530439994989, 爭鮮 (木新店),https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d14004382-Reviews-Sushi_Express_Muxin-Wenshan_Taipei.html,116 台灣 文山台北 木新路三段153号,+886 2 2936 5275,2.5,壽司,2
627,瓦城泰國料理 - 台北三越天母店,111台灣台北市士林區天母東路68號7樓,4,563,25.1179542,121.5339279,+886 2 2873 6680,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 21:30",星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,,https://maps.google.com/?cid=10966236252792140753, 瓦城泰國料理-台北三越天母店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d3748081-Reviews-Thai_Town_Cuisine_Taipei_Tienmu_Mitsukoshi_Store-Shilin_Taipei.html,"111 台灣 士林台北 天母东路68号 7楼, 三越天母店",+886 2 2873 6680,4,泰式料理,44
628,勝博殿 新光三越天母店,111台灣台北市士林區天母東路68號A棟7樓,4.1,460,25.11795,121.5339239,+886 2 2874 3971,"星期一: 11:00 – 15:30, 17:00 – 21:30","星期二: 11:00 – 15:30, 17:00 – 21:30","星期三: 11:00 – 15:30, 17:00 – 21:30","星期四: 11:00 – 15:30, 17:00 – 21:30","星期五: 11:00 – 15:30, 17:00 – 22:00",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=12986640112298500004, 勝博殿日式炸豬排（天母東路店）,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4845080-Reviews-Saboten_Japanese_Fried_Pork_Chop_Tianmu_Shop-Shilin_Taipei.html,111 台灣 士林台北 士林区天母东路68号 新光三越百货7楼,+886 2 2874 3971,4,日式料理,12
629,福興園川菜餐廳,111台灣台北市士林區德行東路233-3號,4.1,473,25.1097108,121.533735,+886 2 2834 4459,"星期一: 11:00 – 14:00, 17:00 – 21:00",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=6871910288811120898, 福興園川菜餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4845168-Reviews-Fuxingyuan_Chuancai_Restaurant-Shilin_Taipei.html,"台灣 士林台北 No.233-3, Dexing E. Rd., Shilin Dist.",+886 2 2834 4459,3.5,中式料理,3
